stimulus_id,utterance,relations
scene0331_00-shoes-2-46-47,the shoe nearest the blue bin ,shoe-bin
scene0374_00-couch-4-12-13-14-15,the two seater couch with only green pillows on it  not red ,sofa-pillow
scene0111_00-kitchen_cabinets-2-8-34,the lower kitchen cabinet that is below the sink ,kitchen cabinet-sink
scene0387_00-table-4-12-11-13-14,the large brown table,
scene0040_00-whiteboard-3-24-20-41,the whiteboard directly to the right of the whiteboard next to the door ,"whiteboard-whiteboard,whiteboard-door"
scene0411_00-blackboard-2-10-8,the long blackboard that the chairs are facing toward,blackboard-chair
scene0218_00-monitor-5-12-10-11-13-14,turn to face the row of monitors and it is the one that is second from the left ,"monitor-car,monitor-air hockey table"
scene0240_00-shelf-3-2-22-23,select the highest shelf ,airplane
scene0197_00-trash_can-3-28-7-8,the tall trash can that is next to the brown desk ,trash bin-desk
scene0505_00-monitor-5-22-19-20-21-34,please click the monitor in the middle of the room  it is near the window  the sun is shining on the desk brightly,"monitor-window,monitor-bed,window-desk"
scene0687_00-coffee_maker-2-14-24,the correct coffee maker is larger and in the corner ,coffee maker-desk
scene0464_00-mouse-2-18-20,when facing the desk it is the mouse on the left ,mouse-desk
scene0299_00-chair-3-3-7-13,i am the chair closest to the blue trash can,chair-trash can
scene0138_00-computer_tower-5-2-1-4-9-51,when looking at the computer tower sitting side by side  choose the one on the left ,"computer tower-chair,computer tower-side table"
scene0449_00-soap_dish-3-22-4-23,top soap dish in the shower,soap dish-shower
scene0098_00-cup-2-3-34,this cup is on the desk  not a shelf ,cup-desk
scene0383_00-window-2-18-12,this window is above a door,window-door
scene0347_00-cup-3-19-18-26,it is the yellow mug on the right side of the sink ,mug-sink
scene0582_00-monitor-5-16-15-17-23-24,on the side with 3 monitors  the far left monitor ,"monitor-side table,monitor-bed"
scene0294_00-picture-2-16-19,the picture to the left of the window  above the angled couch ,"picture-window,picture-couch"
scene0247_00-window-4-18-13-17-24,select the window behind the tall table,window-foosball table
scene0127_00-shelf-2-23-20,shelf on the right of the room as you enter through the door,
scene0539_00-bottle-5-36-20-34-40-41,choose the bottle sitting on the floor next to the toilet ,"bottle-floor,bottle-toilet"
scene0261_00-door-3-5-2-4,the door closest to the washing machine ,door-washing machine
scene0324_00-picture-2-10-9,the picture above the table with only one chair beside it ,"picture-table,table-chair"
scene0517_00-laptop-2-63-24,the laptop furthest from the door ,laptop-door
scene0391_00-doors-2-12-24,door with no exit sign,door-exit sign
scene0200_00-window-2-17-16,when standing in the middle of the room facing the windows  the correct one is on the right ,"window-desk,person-crib"
scene0449_00-soap_dish-3-4-22-23,the soap dish by the sink ,soap dish-sink
scene0059_00-couch-3-0-1-2,the wooden and cloth couch closest to the white mini fridge ,couch-refrigerator
scene0387_00-table-4-12-11-13-14,it is the biggest brown table ,table
scene0295_00-window-2-0-11,window on the right of the nightstand ,window-nightstand
scene0094_00-kitchen_cabinet-4-17-6-9-14,on the side with 2 cabinets  the cabinet on the right ,"cabinet-object,cabinet-cabinets"
scene0107_00-lamp-3-12-9-21,the lamp on the table between the bed and the armchair ,"table-bed,lamp-table,table-armchair"
scene0489_00-monitor-2-6-5,facing the monitors  the monitor on the right ,"monitor-screen,monitor-object"
scene0588_00-sofa_chair-6-9-7-8-10-11-12,when facing the side of the room with the piano  curtains  and globe  it is the sofa chair on the bottom right ,"sofa chair-curtains,sofa chair-globe,sofa chair-piano"
scene0380_00-radiator-2-8-7,if you walk in the door the radiator on the right,radiator-door
scene0370_00-chair-4-14-6-13-15,this chair is at the table  choose the one in the middle,chair-table
scene0266_00-desk-3-16-14-15,facing the 3 desks  the one to the far right in the corner,desk-airplane
scene0594_00-coffee_table-3-8-1-4,the larger table that is on the end of the room  looks to be nearest the windows ,"pool table-window,pool table-door"
scene0547_00-chair-4-28-7-33-42,the chair closest to the black couch,chair-couch
scene0348_00-kitchen_counter-2-15-16,facing the window  the counter on the left ,counter-window
scene0656_00-pillow-2-20-19,when viewing from the foot of the bed  it is the pillow on the left ,pillow-bed
scene0628_00-desk-2-12-13,the long table furthest from the chalkboard ,foosball table-blackboard
scene0123_00-table-4-19-18-20-21,facing the wooden wall  it is the table that is on the left that is not up against the wall ,"table-wall,table-clock"
scene0419_00-window-3-5-34-35,the window nearest the tall lamp ,window-lamp
scene0238_00-file_cabinet-3-42-6-31,choose the filing cabinet under the white desk ,file cabinet-desk
scene0166_00-chair-2-29-23,the chair closest to the doors and the brown bookshelf ,"chair-doors,chair-bookshelf"
scene0279_00-mirror-2-46-41,select the mirror opposite the sink ,mirror-sink
scene0646_00-window-3-42-22-36,there is a colorful rug on the ground under this window,"rug-window,rug-floor"
scene0274_00-window-2-11-17,the small window above the door ,window-door
scene0594_00-coffee_table-3-1-4-8,choose the only coffee  table that has 2 chairs facing it ,coffee table-chair
scene0464_00-mouse-2-18-20,mouse that is closest to the door ,mouse-door
scene0476_00-telephone-2-24-32,the phone furthest from the window ,telephone-window
scene0230_00-trash_can-2-12-11,trash can next to the black chair ,trash can-chair
scene0024_00-table-4-27-14-15-54,the table behind the plant on the ground,table-plant
scene0352_00-picture-4-26-19-27-28,the picture of the animal that is to the left of the big  red picture ,"picture-stuffed animal,picture-picture"
scene0211_00-bookshelf-2-1-17,the bookshelf on the same wall as the clock,"bookshelf-wall,clock-wall"
scene0498_00-kitchen_cabinets-3-7-11-12,the cabinets to the left of the sink,cabinets-sink
scene0419_00-door-2-10-41,it is the door closest to the shoe rack by the kitchen ,"door-shoe rack,door-kitchen cabinet"
scene0162_00-door-2-8-21,the larger of the doors ,doors
scene0525_00-book-5-54-30-55-59-60,the books on the highest shelf but not on top of the cabinet,"shelf-cabinet,books-shelf"
scene0206_00-chair-5-3-2-4-5-31,there is cardboard on this chair and black cardboard under it,"cardboard-changing station,chair-cardboard"
scene0099_00-table-2-6-5,the smaller table across from the windows ,foosball table-window
scene0588_00-coffee_table-2-1-0,the longer coffee table with 2 single person chairs ,coffee table-chair
scene0394_00-picture-6-34-35-36-41-63-79,there are 3 hanging pictures on the wall in a small room in a vertical row  you need to select the top picture ,"pictures-wall,pictures-alarm clock,wall-bed"
scene0054_00-chair-2-32-70,choose the chair closest to the white door ,chair-door
scene0179_00-chair-2-16-14,when facing the blue door choose the chair on the right ,door-chair
scene0235_00-table-2-12-14,the table that doesnt have a lamp on it,table-lamp
scene0309_00-plant-3-11-12-43,choose the tall plant in the middle of the room that is planted in a pot on the floor ,"plant-pot,plant-centerpiece,pot-floor"
scene0433_00-chair-5-9-6-7-8-10,chair near the fridge small of the two next to each other,"chair-refrigerator,chair-chair"
scene0692_00-chair-5-4-3-5-7-8,chair closest to the closed door,chair-door
scene0694_00-window-3-19-17-20,the middle set of windows,centerpiece-window
scene0233_00-cabinet-2-29-28,facing the door  the cabinet on the left ,cabinet-door
scene0284_00-window-2-0-1,this window has a picture hanging on the same wall as it and has two chairs very close to ,"window-wall,window-picture,chair-wall"
scene0233_00-bed-2-36-37,looking in from the door  the bed on the left ,bed-door
scene0099_00-chair-4-1-0-2-3,the chair directly opposite the shortest chair ,chair-chair
scene0581_00-plant-2-35-34,the plant next to the hamper the one at the edge of the tub,"plant-hamper,hamper-bathtub"
scene0024_00-window-4-18-45-48-50,place the couch on the far wall  and select the window to it is left ,"window-couch,couch-wall"
scene0624_00-desk-2-5-4,it is the desk in the middle of the front of the room ,desk-bed
scene0541_00-picture-5-20-19-21-23-24,standing in the middle of the room looking at all the pictures  its the picture on the far left ,picture-baby changing station
scene0137_00-door-4-31-29-30-34,facing the two doors that are side by side  choose the one on the right ,doors-door
scene0613_00-books-2-19-10,the books next to the bed  beside the window,"books-bed,bed-window"
scene0073_00-suitcase-2-25-26,the suitcase you want to pick is the one closest to the window curtains,suitcase-blinds
scene0510_00-sink-2-13-12,sitting at the toilet  you want the left sink,toilet-sink
scene0401_00-window-2-11-9,this window is on the opposite side of the room from the whiteboard,"whiteboard-bed,window-bed"
scene0523_00-towel-5-11-8-12-14-15,when facing the sink  it is the smallest towel to the right of the sink ,towel-sink
scene0059_00-table-2-6-7,table near the middle of the room ,table-table
scene0634_00-table-4-3-4-5-6,looking for a bad table that has 5 tables around it  one of the tables is pulled out from the table ,"table-table,table-foosball table"
scene0561_00-door-6-3-4-5-7-8-23,the closed door next to the stair rail ,door-stair rail
scene0668_00-ottoman-3-2-3-33,the ottoman closest to the end of the carpet ,ottoman-carpet
scene0505_00-shelf-3-9-31-46,choose the box that contains 6 shelves ,box-shelf
scene0233_00-trash_can-3-5-40-45,next to the brown desk under the windows  the trash can on the left ,"desk-window,trash can-desk"
scene0061_00-table-2-4-14,the table with three stools around it,table-stools
scene0189_00-bench-6-4-1-2-3-6-25,the middle bench that is against the red wall,bench-wall
scene0125_00-table-3-3-2-5,the big white table beside the couch with blue back rest,table-couch
scene0641_00-coffee_table-2-16-17,the coffee table closest to the 2 pictures ,coffee table-pictures
scene0166_00-lamp-2-9-43,the lamp with the white lampshade beside the computer,lamp-computer tower
scene0209_00-bed-2-1-0,the bed with the laptop and other dark things on it ,"bed-laptop,bed-object"
scene0586_00-coffee_maker-4-23-5-6-22,the largest coffe maker,airplane-coffee maker
scene0250_00-storage_bin-2-29-28,the storage bin under the other highlighted storage bin  on the floor ,"storage bin-storage bin,storage bin-floor"
scene0060_00-monitor-2-0-13,choose the monitor in the corner of the room next to the wall ,"monitor-bed,monitor-wall"
scene0539_00-picture-3-32-31-33,on the wall with 2 pictures  the picture closest to the toilet ,"picture-toilet,picture-wall"
scene0065_00-towel-2-7-16,this towels is hanging on the back of the door ,towel-door
scene0325_00-cart-2-11-12,the correct carti s closer to the door and the bin with the blue lid ,"cart-bin,cart-door"
scene0082_00-table-4-9-7-8-10,the table not in the diagonal row of tables ,table-table
scene0070_00-picture-4-21-18-19-20,the first picture to the right of the clock,picture-clock
scene0199_00-armchair-4-5-3-4-6,looking through the window toward the blue painting  its the top left arm chair,airplane
scene0627_00-picture-6-43-24-25-38-39-40,pciture near the cabinet,picture-cabinet
scene0341_00-desk-4-4-19-21-47,desk with the blue computer mouse pad on it,desk-desk
scene0464_00-chair-4-0-1-57-58,the chair near the far corner of the next  closest to the wooden door ,"chair-door,chair-chair"
scene0504_00-lamp-2-11-10,the correct lamp is closest to the ceiling ,lamp-ceiling
scene0510_00-mirror-3-17-16-63,the mirror above the sink in the corner of the room ,"mirror-bed,mirror-sink"
scene0516_00-door-3-26-15-16,choose the white door with the green bag in front of it ,door-bag
scene0571_00-cabinet-2-18-17,cabinet above the other,
scene0395_00-chair-2-3-2,facing the window   right chair,"chair-window,backpack-window"
scene0145_00-coffee_table-2-14-15,choose the big brown coffee table ,
scene0070_00-picture-4-20-18-19-21,while facing the pictures  the picture that is on the top row and on the right ,"picture-air hockey table,picture-person"
scene0457_00-door-2-21-22,this is the wider door which is not in the corner ,door-person
scene0076_00-office_chair-2-3-4,the chair pulled out from under the desk  closest to the red wall,"chair-desk,chair-wall"
scene0059_00-doors-4-36-22-31-34,door closest to the brown couch,door-couch
scene0140_00-window-2-35-41,two dark vertical  cabinets  are under this window ,cabinets-window
scene0667_00-window-2-32-37,of the two windows it is the window not over the table,window-person
scene0380_00-chair-3-21-20-22,facing the windows  the chair on the right closest to the window ,chair-window
scene0234_00-couch-2-9-3,it is the part of the couch on the end that does not have a back ,couch-airplane
scene0162_00-chair-3-0-1-2,it is the chair closest to the couch and windows ,"chair-window,chair-couch"
scene0541_00-nightstand-2-0-13,the nightstand farthest from the window,nightstand-window
scene0323_00-kitchen_cabinet-2-19-6,select the highest kitchen cabinet ,kitchen counter-cabinet
scene0010_00-chair-5-36-35-37-38-39,choose the chair that is at the desk that has a backpack sitting on it ,"desk-backpack,chair-desk"
scene0487_00-table-3-26-25-27,facing the window  right table,window-foosball table
scene0224_00-picture-3-14-12-13,the small picture in the middle above the beds,picture-bed
scene0597_00-kitchen_cabinets-3-2-18-33,choose the cabinet that is above the other 2 cabinets ,cabinet-cabinets
scene0213_00-armchair-2-0-1,the armchair that is right next to the grey couch of the same color ,armchair-couch
scene0137_00-lamp-2-24-16,it is the lamp closest to the desk ,lamp-desk
scene0418_00-nightstand-2-24-23,it is the set of nightstands on the right hand side of the bed with fewer items on it,side table-bed
scene0499_00-window-3-36-34-35,the window behind the dark sofa,window-sofa
scene0099_00-table-2-5-6,the large brown table,airplane
scene0031_00-plant-2-13-14,tall plant in the corner between a small chair and a sofa,"plant-chair,plant-sofa,plant-object"
scene0394_00-cabinet-3-33-10-37,facing the cabinets  the cabinet in the upper left corner ,"cabinet-cabinets,cabinet-desk"
scene0345_00-door-2-32-26,the door closer to the colorful picture,door-picture
scene0627_00-picture-6-38-24-25-39-40-43,on the wall with three pictures  the middle picture ,"picture-wall,air hockey table-pictures"
scene0051_00-pillow-2-16-15,the pillow not in the corner of the room ,water bottle
scene0150_00-chair-6-9-1-8-10-11-12,when facing the white board choose the chair on the far right  closest to the white board ,chair-whiteboard eraser
scene0031_00-couch-4-7-6-8-12,sofa by the plant by the small white end table,"plant-end table,sofa-plant,sofa-end table"
scene0228_00-trash_can-6-3-4-5-9-10-11,the trashcan in the middle with the black box behind it and empty shelving units in the background ,"trash bin-object,trash bin-shelf"
scene0451_00-picture-4-24-41-49-50,walk through the archway door into a smaller space  and this picture is next to a rectangular door ,object-door
scene0022_00-table-2-8-9,the long white table,airplane-table
scene0523_00-toilet_paper-2-5-16,the toiler paper roll nearest the toilet on the holder ,"toilet paper package-person,toilet paper package-toilet"
scene0705_00-chair-6-3-1-2-4-5-14,two chairs on one side of the table and one chair on the other choose the lone chair ,"chair-chair,chair-table"
scene0547_00-chair-4-33-7-28-42,the chair in the left corner of the room if you face the chairs,"chair-chair,chair-bed"
scene0613_00-book-3-14-11-20,the books on the floor beside the bed,"books-bed,books-floor"
scene0588_00-sofa_chair-6-10-7-8-9-11-12,the large lighter pink chair closer to the center of the room with the square table in between all of the sofas,"chair-table,table-couch"
scene0336_00-picture-5-4-8-57-58-59,it is the picture closest to the floor on the wall behind the chair with an ottoman  between the book cases ,"ottoman-bookshelf,chair-ottoman,picture-wall,wall-chair"
scene0641_00-armchair-2-18-19,when facing the armchairs  the armchair that is on the right ,armchair-chair
scene0585_00-trash_can-2-14-18,it is the grey trash can in between the shelf and the table ,"trash can-table,trash can-shelf"
scene0367_00-couch-2-1-2,the correct couch is a three seater and is right under the window ,couch-window
scene0336_00-window-3-23-9-11,select the largest window ,airplane
scene0167_00-end_table-2-2-3,if facing the couch  the end table on your right,end table-couch
scene0520_00-armchair-2-23-1,if looking at the couches from between the two wood tables  the chair on the right ,"chair-sofa,sofa-dining table"
scene0614_00-window-2-32-21,the window that is against the wall,window-wall
scene0517_00-towel-3-41-37-38,small towel to the right in the nook between shelves,"towel-cabinet,table-shelf"
scene0284_00-window-2-1-0,the window across from the long side of the table,window-table
scene0305_00-keyboard-2-20-19,it is the keyboard on the desk next to the wall with the small whiteboard and set of tall cabinets ,"wall-whiteboard,keyboard-desk,desk-wall,wall-cabinets"
scene0126_00-monitor-2-9-10,the monitor closest to the window period,monitor-window
scene0092_00-laundry_hamper-2-30-31,the hamper closest to the bed ,hamper-bed
scene0315_00-lamp-2-4-5,the lamp closets to the chair at the end of the table,"lamp-chair,chair-table"
scene0000_00-kitchen_cabinets-2-40-43,it is the cabinet directly above the fridge ,cabinet-refrigerator
scene0517_00-books-2-48-49,select the book closest to the door ,book-door
scene0614_00-office_chair-4-1-0-2-3,the only chair on its side of the room,chair-bed
scene0489_00-books-4-23-19-20-24,third stack of books from the top of the shelf,books-shelf
scene0468_00-office_chair-2-15-26,the chair is at a desk on the left side of the window ,"chair-desk,desk-window"
scene0167_00-door-3-23-18-32,the door on the side o of the large sofa next to the sofa chair,"door-sofa,sofa-chair"
scene0590_00-chair-3-14-15-46,facing the chairs  the middle chair ,chair-chair
scene0459_00-window-2-24-23,if you are in the centre of the room looking directly at the two windows  it is the window furthest to the left ,"window-window,window-centerpiece"
scene0677_00-backpack-2-25-16,the backpack closest to the curtains ,backpack-curtains
scene0297_00-table-3-16-13-14,smaller greyish table across from the couch,table-couch
scene0627_00-picture-6-38-24-25-39-40-43,the picture on the wall of three pictures in a row  that is in the middle of the three ,"wall-pictures,pictures-office chair,picture-wall"
scene0309_00-desk-2-13-14,the desk with blue objects on it,desk-person
scene0419_00-window-3-34-5-35,when facing the windows  it is the window on the right hand side,window-window
scene0267_00-picture-3-12-13-14,facing the table  the picture that is on the right ,"picture-table,picture-alarm clock"
scene0341_00-office_chair-4-2-1-27-52,facing the green loveseat  this chair is closest to its right ,chair-couch
scene0235_00-nightstand-2-15-16,it is the nightstand closest to the radiator and curtains ,"nightstand-radiator,nightstand-curtains"
scene0345_00-plant-3-0-1-27,the tall plant in the corner near all the photos on the wall,"plant-picture,picture-wall,plant-person"
scene0212_00-window-2-19-20,the largest window overlooking the dining table and chairs ,"window-chair,window-dining table"
scene0581_00-plant-2-35-34,facing the door  the plant closest to the left ,plant-door
scene0037_00-bookshelf-2-1-2,the bookshelf that isnt crooked,bookshelf
scene0560_00-trash_can-2-21-22,the trashcan closer to the door,trash bin-door
scene0477_00-towel-3-55-48-56,face the toilet it is the towel on your left,towel-toilet
scene0296_00-armchair-2-29-28,the armchair closest to the beds ,armchair-bed
scene0442_00-armchair-5-2-3-4-6-7,the chair in the middle right if facing the wall behind the tables and chairs,"chair-pool table,chair-chair,chair-wall"
scene0248_00-table-2-5-4,as you come down the stairs the table is infront to the right ,table-stairs
scene0286_00-nightstand-2-15-10,facing the foot of the bed  the nightstand on the right ,nightstand-bed
scene0313_00-couch-3-7-0-1,black couch across from the three stool chairs,couch-stools
scene0284_00-window-2-0-1,the window behind the short end of the table  with no chair in front of it,"window-table,table-chair"
scene0202_00-coffee_table-3-10-9-11,the middle one  coffee table,
scene0213_00-window-2-20-21,click the window that is behind the chair with an ottoman,"window-chair,chair-ottoman"
scene0111_00-stool-2-16-15,the stool closest to the white door that is closed,stool-door
scene0259_00-lamp-2-15-6,you need to select the lamp that is closest to the window ,lamp-window
scene0703_00-end_table-2-5-6,the end table in the corner,end table-object
scene0197_00-trash_can-3-8-7-28,the trash can all alone by the sink,trash can-sink
scene0581_00-sink-2-17-1,please turn so you are facing the sinks and then choose the one on the right ,sink-object
scene0337_00-shelf-3-0-1-4,the shelf by itself ,airplane
scene0168_00-books-5-48-44-45-46-47,the lower books on the right of the shelf,books-shelf
scene0477_00-picture-3-21-6-27,the picture above the desk with a brown leather chair ,"desk-chair,picture-desk"
scene0176_00-picture-4-12-11-16-17,when looking out the window  this picture would be on your right and closest to the window ,picture-window
scene0010_00-computer_tower-5-56-22-57-58-59,the computer tower closest to the front entrance,computer tower-door
scene0172_00-shelf-2-12-9,the shelf closest to the ceiling,shelf-ceiling
scene0572_00-armchair-2-8-9,the white paper on the table is closer to this chair,"paper-chair,paper-table"
scene0126_00-monitor-2-9-10,monitor closest to the windows,monitor-window
scene0068_00-kitchen_cabinets-3-11-7-33,the row of cabinets above the refrigerator and dishwasher ,"cabinets-dishwasher,cabinets-refrigerator"
scene0380_00-monitor-3-1-0-11,when facing the windows  the monitor that is farthest from the windows ,monitor-window
scene0379_00-table-2-0-1,the biggest table of the two ,table-airplane
scene0560_00-door-5-12-3-14-16-20,the correct door is thin and next the beds night stand and the blue painting ,"door-painting,door-nightstand"
scene0534_00-shelf-3-6-5-19,of the two sets of shelves together  its the one on the left next to the door,shelf-door
scene0646_00-monitor-2-23-19,monitor on the desk by the sofa,"monitor-desk,desk-sofa"
scene0049_00-picture-4-18-0-19-20,there are four pictures on the wall   choose the one in the bottom  left corner ,"pictures-wall,picture-armchair"
scene0523_00-towel-5-15-8-11-12-14,the towel right next to the toilet and the lowest of those 2 ,towel-toilet
scene0285_00-office_chair-3-13-14-15,facing the radiator  the chair on the right ,chair-radiator
scene0110_00-recycling_bin-2-8-9,facing the window select the recycling bin on the left ,recycling bin-window
scene0440_00-desk-2-5-6,the desk closest to the door ,desk-door
scene0166_00-trash_can-3-42-28-30,the trash can next to the window and white cabinet in the corner of the room,"trash can-window,trash can-cabinet"
scene0174_00-door-2-14-4,white door on a diagonal wall,door-wall
scene0668_00-ottoman-3-2-3-33,ottoman closest to the long couch,ottoman-couch
scene0186_00-desk-2-0-1,desk in a smaller room,desk-bed
scene0677_00-bed-2-3-2,orient your view so you are facing the beds   you want to pick the bed on the left,bed-bed
scene0092_00-monitor-3-32-51-53,the monitor directly in front of the guitar ,monitor-guitar
scene0261_00-cabinet-3-40-36-37,pick the lower cabinet that is under the peg boards  and next to the door with a coat hanging on it ,"cabinet-door,cabinet-board"
scene0340_00-bed-2-13-12,facing the beds  right,bed-person
scene0370_00-table-3-30-10-12,table in the darkest part of the room,table-bed
scene0453_00-bookshelf-3-8-3-4,choose the large bookshelf with the colorful books on it ,bookshelf-books
scene0540_00-kitchen_cabinets-2-5-27,select the kitchen cabinet above the fridge ,kitchen cabinet-refrigerator
scene0694_00-sofa_chair-2-4-5,it is the sofa chair closer to the large bookshelf ,sofa chair-bookshelf
scene0155_00-table-2-4-3,pick the table that has a waste basket on the floor ,table-bin
scene0274_00-chair-4-2-3-4-5,the larger blue chair in the very corner,chair-air hockey table
scene0656_00-books-2-35-32,book to the left on shelf,book-shelf
scene0497_00-trash_can-6-31-10-42-43-49-61,the trash can that is up against the darker brown cabinets in a dark corner,"trash can-object,trash can-cabinets,cabinets-object"
scene0582_00-monitor-5-15-16-17-23-24,from the desk with two monitors  the one on the right  closest to the windows,desk-screen
scene0141_00-monitor-4-14-15-16-17,the monitor on the desk by itself,monitor-desk
scene0614_00-computer_tower-2-27-43,choose the computer tower closet to the door ,computer tower-door
scene0260_00-towel-2-5-24,pick the towel hanging next to the sink ,towel-sink
scene0117_00-cabinets-2-41-0,the smaller cabinet that is closer to the floor,cabinet-floor
scene0336_00-window-3-23-9-11,this window is closest to the desk & desk chair,"window-office chair,window-desk"
scene0521_00-picture-4-36-13-21-34,the picture in the bathroom,picture-toilet
scene0628_00-chair-4-2-1-3-4,the chair closest to the chalk board ,chair-blackboard
scene0238_00-file_cabinet-3-6-31-42,the file cabinet closest to the window ,file cabinet-window
scene0418_00-curtain-2-25-11,choose the curtain that is above the end table ,curtain-end table
scene0017_00-chair-4-5-2-3-4,it is the chair under the whiteboard ,chair-whiteboard
scene0299_00-stool-2-17-11,the white stool nearest to the couch ,stool-couch
scene0299_00-chair-3-3-7-13,the chair with the orangish brown seat  on top of the blue rug ,chair-rug
scene0167_00-window-2-26-25,the smaller of the two windows ,window-window
scene0061_00-chair-2-20-26,the chair closer to the round table near the couch,"chair-round table,round table-couch"
scene0505_00-keyboard-4-41-40-42-48,facing the desk with 2 keyboards  the keyboard closest to the window ,"keyboard-window,keyboard-desk"
scene0059_00-cabinet-3-24-4-8,the cabinet between the green sofa chair and a wooden chair with a pink back cushion ,"cabinet-sofa chair,cabinet-chair"
scene0206_00-chair-5-4-2-3-5-31,choose the chair that is sitting alone in front of a wall of shelves ,chair-shelf
scene0517_00-monitor-2-64-23,the monitor is under the bed by the couch,"monitor-bed,monitor-couch"
scene0273_00-couch-4-1-0-17-18,the couch with three seats underneath the picture on the wall,"couch-picture,couch-wall"
scene0465_00-chair-6-16-11-12-13-14-15,the chair closest to the wall with the open door,"chair-door,chair-wall"
scene0000_00-window-2-1-0,the window above the toilet,window-toilet
scene0093_00-trash_can-2-17-18,orient the room so that you are facing the window and the end of the desk  choose the left trashcan ,"window-bed,desk-bed,trash bin-desk"
scene0547_00-shelf-3-32-3-49,looking in the room  the back left bookshelf ,bookshelf
scene0089_00-blackboard-2-10-18,smaller green blackboard,person-blackboard
scene0227_00-table-2-3-2,the smaller of the tables ,table-table
scene0132_00-table-4-11-10-12-13,the tall cocktail table with the green chairs ,bar-chair
scene0124_00-trash_can-2-19-3,trash can next to the toilet,trash can-toilet
scene0288_00-stool-2-38-39,when facing the couch it is the stool that is closest to you and slightly to the right ,stool-couch
scene0263_00-cabinet-2-28-27,find the cabinet that is farther away from the white board ,cabinet-blackboard
scene0018_00-printer-3-13-11-12,there is a white printer on the left side of the brown table,printer-table
scene0054_00-bookshelf-3-63-64-65,i am the lonely bookshelf in the computer room,bookshelf-desk
scene0661_00-monitor-2-13-14,the monitor on the right  if looking at the windows from the middle of the room,"monitor-window,monitor-centerpiece"
scene0464_00-picture-4-27-26-28-40,the tall blue picture,person-picture
scene0449_00-toilet_paper-2-14-11,the toilet paper roll on the back of the toilet,toilet paper-toilet
scene0157_00-door-2-7-8,the door directly left of the desk furthest from the bed,"door-desk,desk-bed"
scene0339_00-picture-2-11-14,large green picture on the wall,picture-wall
scene0305_00-monitor-4-0-1-2-3,i am at the desk beside the largest whiteboard i am the monitor on the left when sitting at that desk,"monitor-desk,desk-whiteboard"
scene0058_00-keyboard-3-38-0-8,choose the keyboard that is furthest from the window ,keyboard-window
scene0130_00-window-2-14-15,select the largest window ,airplane-window
scene0176_00-picture-4-12-11-16-17,when standing in the middle of the room facing the window  the correct picture is on the right side  closest to the window ,picture-window
scene0062_00-toilet_paper-3-13-14-22,toilet paper on roll closest to toilet,"toilet paper-airplane,airplane-toilet"
scene0266_00-table-3-18-12-13,the table with the bag on it ,table-bag
scene0374_00-couch-4-15-12-13-14,couch that is against a wall and is facing the post in the middle of the roof,"couch-postcard,couch-wall"
scene0181_00-kitchen_cabinet-2-15-20,the kitchen cabinets on the bottom ,kitchen cabinets-air hockey table
scene0455_00-table-2-1-0,this light brown table does not form a u shaped table with other tables ,table-dining table
scene0318_00-armchair-2-1-4,the armchair  if you are facing the coffee table and counter  it is the armchair on the right ,"armchair-coffee table,armchair-counter"
scene0331_00-laundry_hamper-2-48-53,choose the round hamper that is next to the bed with strings of pictures hanging above it ,"hamper-bed,bed-pictures"
scene0521_00-toilet_paper-2-39-40,choose the lower toilet paper roll ,toilet paper-air hockey table
scene0240_00-shelf-3-22-2-23,the bottom left shelf if you are standing by the copier,shelf-copier
scene0127_00-wardrobe_closet-2-9-8,looking in from the door  the closet on the left ,closet-door
scene0129_00-window-3-24-8-19,it is the window located next to the blackboard,window-blackboard
scene0122_00-chair-5-3-0-1-2-16,facing the side with three chairs  it is the chair in the middle ,"chair-centerpiece,chair-table"
scene0589_00-cabinet-2-8-30,it is the cabinets that are furthest from the bed ,cabinets-bed
scene0666_00-bookshelf-2-68-69,choose the very long bookshelf ,airplane-bookshelf
scene0209_00-lamp-3-38-3-30,the lamp that is on the window,lamp-window
scene0317_00-couch-2-0-1,facing the couches  right,
scene0317_00-table-2-15-17,choose the table sitting in the middle of the room not against any walls ,table-bed
scene0147_00-lamp-2-22-31,facing the foot of the bed  they lamp on the right ,lamp-bed
scene0451_00-curtain-2-31-25,long small curtain long long  ,airplane
scene0672_00-picture-5-8-9-10-11-20,the artwork right above the fireplace ,person-fireplace
scene0040_00-bookshelf-2-0-6,the book shelf closest to the corner of the room ,book-shelf
scene0210_00-shelf-2-19-18,bigger book shelf with a picture next to it,bookshelf-picture
scene0673_00-pillow-2-37-14,closest to the window pillow,pillow-window
scene0379_00-keyboard-3-36-25-35,keyboard nearest to and on same side of room to white piping on the wall ,keyboard-clock
scene0352_00-shelf-2-30-11,the smaller of the shelves ,basket
scene0459_00-window-2-23-24,when facing the windows  it is the one on the right,person-window
scene0397_00-window-2-25-21,find the window that is facing the bed ,window-bed
scene0520_00-chair-6-14-15-16-25-26-27,there are three chairs next to the rectangular white table   its the one pushed out from that table,"table-chair,chair-table"
scene0385_00-window-2-1-22,the window with no couch underneath ,window
scene0244_00-table-3-5-6-14,while walking in through the open door  its the closest smaller table to the right,table-door
scene0096_00-door-4-22-0-19-20,if you came down the staircase  pick the first door you would see ,staircase-door
scene0517_00-trash_can-2-11-10,the trash can in the darker part of the room   there is a white board above it,blackboard-trash can
